text,label
Somebody give this kid drugs.,0
"If there's no living object to feel, all your property will kill itself in the worst way.",0
Ima oil you up and touch you,0
Of the chart,1
Funnynigga952,0
Nigger turns around and talks to his partner.,0
You're addicted to Fent.,0
Tofu.,0
He sold me on 63rd Street.,0
@noolimitpooh's hateful esh,0
I'm gonna shoot you with my shotgun.,0
How did u get so big?,1
I genuinely hate you,0
"no oil tonight, we going raw",1
@uncleshidfard91 I was sarcastic at the time.,0
Nigga was getting choked by the word,0
Just fall off bro,0
bro wanted a free car wash ,1
Oooh.. he got you!  Smart little Jacob! ,1
Nigger again?,0
@_r_1_1_f is this how you feel without your cousin,1
You can’t bike can you bc you’d be moving to much and fall off,1
"Yes,and it feels so nice",1
Who's this black nigger brother?,0
@___kartikay___ u,1
NAHH,1
Bro wanna be a meme so bad,1
ur fent got to me,1
Oil up lil chigga I'll be there in 5,0
Bro sister got killed ,1
@kidchriss Big Nigger ne aukaat dikha dikha di,0
Who the fuck are you?,0
Atleast he isn’t a shithead and begging for attention unlike other people with disabilities,1
Once beaten by those anti Asian than you know,0
@ross.parkerson you’ve matured,1
Where tf is this nigga looking,0
Are we forgetting about North Korea,1
@eduard_rvs @olayaaa.mck,1
This nigger's crazy. It's annoying.,0
"It's not funny for me. Your joke is so bad, I'd rather put it on my head, and you'd give it up. Honestly, it's a terrible attempt to make fun of me. It's not a joke, it's not a headache, it's not even a whisper of air from my esophagus. Science says, before you laugh, your brain heralds your face muscles, but I don't even feel a bit touched. The 0/10 joke is bad, and I can't believe that anyone is legally allowed to be creative. You have to inject the power of the brain into the potential of Hola, so that every house on Earth is empowered.",0
Did you start over?,0
"Tofu, nobody listens to you.",0
Nigger shut the fuck up.,0
Bro caused an earthquake,1
It sucks.,0
Eat 50 battery's,1
HELP,1
@agostino_manoj @howispal ,1
Start using fentanyl,0
Womp womp nigga purples for bitches,0
@daxynjude please stfu,0
"Nigger, don't do this again. You're skinny again.",0
@weeweesucker69 how do you get one,1
"@harryc0422 probably it’s because my family live in a single house, not in an apartment. Re apartment quality - I’ve lived in both luxury apartment in the suburb and old, okay-maintained apartment in the US, and I’ve also rented in Shanghai. With similar prices, luxury apartments in the US >= Shanghai > old apartment in the US. It’s not hard to find very nice apartments in Shanghai if you have the money. The problem is people are still not as rich as the US people, but with the same price, the quality of public service and even many private services, China could be better. That’s why aside from very good academia in the US and freedom of speech and self organization, my quality of life declines here a bit. And im talking about the less developed region in Ningbo vs NYC",1
Are you retarted,0
"This nigger has no whores, no band, no whores can work in strip clubs, sometimes strip clubs.",0
"Blue, you got an extra chromium or something.",0
@marekk0 no pls we're better than that trust me ,1
Sped,0
Oh no crinhe,1
Didnt know he was chill like that,1
your a stay but why didn't you dance thunderous 'the christmas' ver,1
Let's get our brothers back to therapy and spelling.,0
"Blue, you got an extra chromium or something.",0
Atrasou divooo,1
Condoms could have saved us.,0
dont stop im so close,1
Interesting nigga952.,0
This nigga sold me fentanyl,1
“I’m your Uber driver”,1
"@210glamm nah , it's just water coming through the air vents from the front becusse he didn't have recirculation on",1
@lifewithkidjumbo it was flooded right there,1
Will a bayonet get under your skin,1
He’d make a good litigator one day!,1
Got her!,1
@is.rvl caught you,1
@jvllan,1
i’ve never had to fight the urge to slap somebody so bad,0
@noahsteink22 he’s got the same shirt on in every video ,1
Call CCCP on your ass.,0
@just_tati594,1
I've never resisted the urge to slap someone else.,0
I know you're alive.,0
@uncleshidfard91 I was sarcastic at the time.,0
@1.cxl This is a low honor comment.,1
"Type A, type V, type V, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, 6 type VI, type VI, type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type VI,",0
@noolimitpooh's hateful esh,0
The fire is not a friendly fire to Chigga.,0
Niggers cut off your hair at this point.,0
Let's get our brothers back to therapy and spelling.,0
Go to school lil whigga,0
This nigger.,0
Spitting Sam,1
I've had enough of this nigger.,0
@shefwjordan00 Nigger @shefwjordan00,0
This man sold me fentanyl,1
NIGGA THIS IS THE 24TH TIME YOU HAVE FUCKING APPEARED ON MY REELS OH MY FUCKING GOD,0
"@google_translator.1 sure, why not ",1
D!e,0
@reggi_ramirezrrr @d.hdez_,1
be quiet,1
Wash your fat ass hair.,0
I hate you. I hate you.,0
It means you have the Hella sign on your teeth.,0
@adahill.vb ,1
D!e!,0
"Nigger, don't do this again. You're skinny again.",0
@chxartishvili4 ahahah,1
Put some gas in it. I'll be there in five minutes.,0
nigga ,0
Why the yt kid telling him to say it,1
"Not a smiley face, not a headache, not even a subtle amount of air from my esophagus. Science says, I didn't even feel a little touched before you laughed at your brain for your muscles. It's a bad joke, I can't believe that anyone legally allowed you any creativity. You have to put it into that joke. You have to put the amount of brain energy into that brain that has the potential to power every house on Earth. Get a personality, learn a joke, read a book. I'm not saying it's funny.",0
Man he went hard,1
Drink fentanyl,0
Jeffery Dahmer?!,1
Whattt,1
Take me for a nasty button...,0
@telvinchegge shut up my gosh,0
Oil up be there in 5,1
@pugs_are_hot honeybun.,1
@rubn_ak ,1
he funny,1
Who's this black nigger brother?,0
I hate this fat nigger.,0
A lesbian haircut.,0
Prime is ass,1
"Nigger, don't do this again. You're skinny again.",0
This piece of shit. This piece of shit.,0
"Your teeth, your teeth, your society.",0
@kiddchrisss big nigga ne aukaat dikha di,0
Call CCCP on your ass.,0
Go eat the dog. Don't put this shit on.,0
Who's this black nigger brother?,0
Nigg who u,0
"You're fascinated by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthraled by me.",0
SigmaniggaName,0
"@daxynjude, please.",0
I know were you live ,0
Bros curl’s giving us a code 3530 ,1
you old as hell,1
Go eat the dog. Don't put this shit on.,0
Kid austin powers lookin ass,1
Who's the nigger and who's the u?,0
Neithee,1
I hate you.,0
These kids are going to regret this when they enter high school,1
He pissed me off. I hate him. I hate him with all my heart.,0
"Tofu, nobody listens to you.",0
"You fucking autistic retard, looking at your ass, you look like that Roblox drifter ma boi, you need a tooth cover, a tooth cover, your ass, your parents have a reason you're in the basement.",0
Somebody give this kid drugs.,0
Nigga takes the coronary virus seriously.,0
@arma_gratian,1
"Who's Nicole, you?",0
Bro:You can’t be laging that bad.,1
bruh ain’t no way lil chigga be disrespecting my country imma send him back to make more phones,0
I hate you. I hate you.,0
This nigger.,0
"It's not funny for me. Your joke is so bad, I'd rather put it on my head, and you'd give it up. Honestly, it's a terrible attempt to make fun of me. It's not a joke, it's not a headache, it's not even a whisper of air from my esophagus. Science says, before you laugh, your brain heralds your face muscles, but I don't even feel a bit touched. The 0/10 joke is bad, and I can't believe that anyone is legally allowed to be creative. You have to inject the power of the brain into the potential of Hola, so that every house on Earth is empowered.",0
Heinigan 901 ball.,0
I know u got hella booty too,1
Honestly kid go post this on YouTube shorts you will get less hate ,1
@gerarayav8 solido,1
Mr. Nigton came back.,0
@kmtunduuu,1
@fresh.princeofjamaica,1
I HATE YOU I HATE YOU I HATE YOU,0
Ain’t nobody cumming to you lil nigga,0
"Go to school, go to the Lylewiggga School Whiggga School Whiggga School Whiggga School Whiggga School Whiggga School Whiggga School Whiggga School",0
Stfu bro nobody hear your shit,0
This isn't YouTube n*gga.,0
@noolimitpooh's hateful esh,0
@kidchriss Big Nigger ne aukaat dikha dikha di,0
You know I heard the origin of his kind were made this way,1
oo chigga(oo chigga),0
nigga why u ashy,0
I'm hard,1
@uncleshidfard91 I was sarcastic at the time.,0
Abe tera baap tereko marta nhi hai ky?,1
What’s bro yappen about ,1
is bro looksmaxx he would look goof,1
You spelt color wrong ,1
what.,1
"If there's no living object to feel, all your property will kill itself in the worst way.",0
Alright brodie go head and spread em,1
@telvinchege shut my gosh up.,0
Fat-ass niggers always lie.,0
@swrev_ why tf u like this gang,1
@txss.mauri me rn,1
He sold me fentanyl,1
70298k. Shut the fuck up.,0
I see that in my house and I shoot it with everything and machete with ganjrena,1
This nigga ,0
# It's got to be the Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T,0
I remember er my first time to,1
@luhtwxzzy @hunter_low00,1
It's a sound cookie.,0
I hate you. I hate you.,0
"@whyfearwhenyashishere then you should buy him kfc bro, he hungry",1
"Type A, type V, type V, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, 6 type VI, type VI, type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type VI,",0
You're a skinny nigger.,0
Love ur energy,1
I’ve met dudes who were unironically like this ,1
@jackmckenzie47 @sammytrumbly,1
What tf did I just watch,1
Sound,0
hellokittynigga92,1
Ooooo myyy gudddeeeee,1
"I want you to travel, mess up your brain, make you normal.",0
@rubn_ak ayeeeeeee  @lij.dabarbarian,1
"Big-ass, black-ass, black-ass, three-down, three-brow boy, looks like a big Mike under his neck.",0
يسري حافي ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,1
Naah that's crazy,1
This relative penis.,0
"Not a smiley face, not a headache, not even a subtle amount of air from my esophagus. Science says, I didn't even feel a little touched before you laughed at your brain for your muscles. It's a bad joke, I can't believe that anyone legally allowed you any creativity. You have to put it into that joke. You have to put the amount of brain energy into that brain that has the potential to power every house on Earth. Get a personality, learn a joke, read a book. I'm not saying it's funny.",0
Chigga wtf gigawatts,0
Report this guy (I can't say the n word),1
It makes me look at it.,0
@d2slimey___ ,1
Are you acoustic?,0
@noolimitpooh's hateful esh,0
"This is the 24th time you've seen my fucking room. Oh, my fucking God.",0
I genuinely wanna kill myself more and more everytime I see your posts,0
hit the gym gang,1
America goes to foreign lands to start wars,1
Bros finna end up like trucks,1
@armin_azimiesverresen (@nickolasverresen) _armin_azimiesen (@nickolasverresen) _armin_azimiesen (@nickolasverresen (@unicolasverresen) _in_azimi13 _nickolasverrensen (@unicolasverrensen) _armin_azimazimiesen (@nickolasverresen) _unicolasverresen (@unicolasverresen) _armif_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_ (f_a_a_a_a_a_a_a_a_a_a_a_a_a_ (f_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_f_f_a_a_a_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f/f_f_f/f/f/f/f/f_f_f_f_f_f_f_f/f/f/f/f/f/f_f/f/f/f/f/f/f_f_f/f,0
"Nigga, you're back.",0
Bi bi bi bi bi bi bi bik bike,1
"Not a smiley face, not a headache, not even a subtle amount of air from my esophagus. Science says, I didn't even feel a little touched before you laughed at your brain for your muscles. It's a bad joke, I can't believe that anyone legally allowed you any creativity. You have to put it into that joke. You have to put the amount of brain energy into that brain that has the potential to power every house on Earth. Get a personality, learn a joke, read a book. I'm not saying it's funny.",0
@telvinchege shut my gosh up.,0
"Who's Nicole, you?",0
Bro putting a second one of these videos on my reels got me feeling like Bush get off my screen,1
@noolimitpooh's hateful esh,0
Soft ass mf ,1
@vines.ethan it’s just a pfp,1
This hurts my eyes to watch,0
Big ass nigga triple chin boy look like a big Mac under his neck,0
Hard to watch hard while watching ,1
@ch._.kanz @oknaiklz ,1
 no way.... JACOB ,1
Take me for a nasty button...,0
@jal_paghdal15 give dat nigga some water,0
I’m gonna find you,1
"""hey bRo Go foWarD aH wHAT the FUaKK"". Got me dying",0
"Santa’s not real, Easter bunny not real, tooth fairy not real",1
Your my 13th reason why,1
bro been eating good,1
Niggers react longer than video.,0
Man awl hn yo cringy ahh,1
Lose weight nigga,0
Brilliant ,1
pretty sure we could take out 3/4 of china with a few bombs before they even knew what was coming but our president would just send them money ‍,1
My YouTube video when i accidently hold space for 5 seconds,1
Mr. Nigton came back.,0
I sold it lil brother fent lil bro,1
How can you write THIS Language,1
Translation @cobie399,1
"As soon as I heard the joke, I dropped my four-story phone on the balcony because it was very sad. I'd rather hear 200 loudspeakers for the rest of my life and hear the song I just heard.",0
This piece of shit. This piece of shit.,0
"Irma's oil, oil, oil, oil, touch you.",0
"Tofu, nobody listens to you.",0
Eggs who?,0
Do you have a voice?,0
@daxynjude stufu @daxynjude studu,0
"I want you to travel, mess up your brain, make you normal.",0
Say it dont spray it bro,1
I believe this is along the spectrum,0
nigga who the fuck are youu ,0
I've had enough of this nigger.,0
@at3nnnn ,1
Spicy.,0
I’m gonna inject fentanyl into your foreskin,0
Hate from Germany,0
Use me as a dislike button ------------>,0
Hatred from Germany.,0
L obesity I feel bad for bro,1
Chigga wtf gigawatts,0
"It's not funny for me. Your joke is so bad, I'd rather put it on my head, and you'd give it up. Honestly, it's a terrible attempt to make fun of me. It's not a joke, it's not a headache, it's not even a whisper of air from my esophagus. Science says, before you laugh, your brain heralds your face muscles, but I don't even feel a bit touched. The 0/10 joke is bad, and I can't believe that anyone is legally allowed to be creative. You have to inject the power of the brain into the potential of Hola, so that every house on Earth is empowered.",0
u hate this fat nigga,0
"Not funny I didn't laugh. Your joke is so bad I would have preferred the joke went over my head and you gave up re-telling me the joke. To be honest this is the horrid attempt at trying to get a laugh out of me. Not a chuckle, not a hehe, not even the subtle bust of air out of my esophagus. Science says before you laugh your brain preps your face muscles but I didn't even feel the slightest twitch. 0/10 this joke is bad I cannot believe anyone legally allowed to be creative at all. The amount of brain power your must have put into that hola has the potential to power every house of Earth. Get a personality and learn how to make jokes, read a book. I'm not saying this to be funny I genuinely mean it on how this is just bottom barrel embarrassment at comedy. You've single handedly killed humor and ever comedic act on the planet. I'm so disappointed that's society has talked as a whole in being able to teach you how to be funny. Honestly if I put in all my power and time to try and make your joke funny it would be required Einstein himself to build a device to strap me into so I can be connected to the energy of a billion stars to do it, and even then all the joke would get from people is a subtle scruff. You're lucky I still have the slightest of empathy for you after telling that joke I would have committed every war in crime in the book just to prevent you from attempting any humor ever again. We should put that joke in the text books so future generations can be wary of becoming such an absolute comedic failure. In disappointed hurt, and outright offended that my precious time has been wasted in my brain understanding that's joke. In the time thats took I was planning on helping kids who have been orphaned, but because of thats you've wasted my time explaining the obscene integrity of your terrible attempt at comedy. Now those kids are suffering without meals and there's nobody to blame but you. I hope you're happy with what you have done and I truly hope you can move on and learn from this situation.",0
@dinn_duvdevani he likes purple bro it’s not like he’s a fucking furry lol,1
Nmms  but Ong lol,1
@selfmadebando 1 like is crazy,1
Marla brought some sweets for your next meal with Fent.,0
Friendly fire will not be tolerated!,1
@whitney.2raww,1
friendly fire will not be tolerated,1
@hunterblomgren,1
I hope you trip and mess up your brain so bad that you become normal.,0
"Lived in china for many years and I actually enjoy it better than US in many aspects.  Amazing culinary, friendly people, way better infrastructure, no violence (you can literally walk in the streets at midnight and you will be fine). While US is more advanced in the military, China since ancient times have tried to awe the world with everything but violence.  Sure you can’t freely use social media but you download a VPN and you good to go.  Really a pointless video IMHO.",1
@zinthegreat99 ur not funny,0
So basically this nigga beatboxes after every sentence,1
Nigger turns around and talks to his partner.,0
Bro why,1
Gotta tuch u,0
kms,1
"Hey, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on.",0
You're retarded.,0
I want to kms rn bro tf was that shit ,1
pLzdOnTbRaKeuPWiThmEbaBu,1
Say it don’t spray it,1
Mr. Niggerton back wit the yappinh,0
@cringegreeen @vaibh.av_,1
Bro is going to watch this in five years and realize how weird he was ,1
"As soon as I heard the joke, I dropped my four-story phone on the balcony because it was very sad. I'd rather hear 200 loudspeakers for the rest of my life and hear the song I just heard.",0
@nick_el_mejor @onanmv @_fucksteven,1
I'm talking about niggers.,0
How bro felt after posting this ,1
"Lil Chigga wouldn't be disrespectful to my motherland, Emma, for sending him back to make more calls, would he?",0
He is right!,1
He’s clearly mixed‍,1
That one friend who says they have good internet but still have 300 ping,1
I thought he was joking but he is actually retarded.,0
Blud was skinny asf like 2 years ago ,1
@ch._.kanz @1take_yousef Ayy insta is wild,1
